,SystemNo,SystemDescription,SubSystemNo,SubSystemDescription,TagNo,TagDescription,Checksheet Type,CompleteDate,PlanStart,PlanFinish,Norm,Location
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,AQAT-L-EM0802B,Low Voltage cable,E01-A,6-Sep-25,28-Aug-25,7-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,AQAT-EM-0802B,LV Motor,E30-A,6-Sep-25,28-Aug-25,7-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,AQAT-EM-0802A,LV Motor,E03-A,6-Sep-25,28-Aug-25,7-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,AQAT-VIT-0802B,EM-0802B AIR FIN COOLR VIBR,I10-B,16-Sep-25,11-Sep-25,13-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,AQAT-C-LCS0802A,Low Voltage cable,E01-A,6-Sep-25,28-Aug-25,7-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,AQAT-H-EM0802B,Low Voltage cable,E01-A,6-Sep-25,28-Aug-25,7-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,AQAT-C-LCS0802B,Low Voltage cable,E01-A,6-Sep-25,28-Aug-25,7-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,AQAT-X-XJB080201,SDS Cable,I01-A,6-Sep-25,28-Aug-25,7-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,AQAT-H-EM0802A,Low Voltage cable,E01-A,6-Sep-25,28-Aug-25,7-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,TP-AQ-0804-TR-01-V,Hydro Test Pack for Sub-system 08-04,P03-A,1-Aug-25,28-Aug-25,7-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,AQAT-E-0802,AIR FIN COOLER,M09-B,,1-Sep-25,8-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,TP-AQ-0804-TR-01-V,Hydro Test Pack for Sub-system 08-04,P04-A,1-Aug-25,28-Aug-25,7-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,AQAT-EM-0802B,LV Motor,E03-A,6-Sep-25,28-Aug-25,7-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,TP-AQ-0804-TR-01-V,Hydro Test Pack for Sub-system 08-04,P01-A,1-Aug-25,28-Aug-25,7-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,AQAT-LCS-M0802B,Local Control Station,E30-A,6-Sep-25,28-Aug-25,7-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,AQAT-EM-0802A,LV Motor,E03-B,17-Sep-25,11-Sep-25,13-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,AQAT-EM-0802A,LV Motor,E30-A,6-Sep-25,28-Aug-25,7-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,AQAT-EM-0802B,LV Motor,E03-B,17-Sep-25,11-Sep-25,13-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,TP-AQ-0804-TR-01-V,Hydro Test Pack for Sub-system 08-04,P05-A,1-Aug-25,28-Aug-25,7-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,AQAT-XJB-080201,Junction Box,I30-A,6-Sep-25,1-Sep-25,8-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,AQAT-VIT-0802A,EM-0802A AIR FIN COOLR VIBR,I10-B,17-Sep-25,11-Sep-25,13-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-04,Air Fin Cooler,AQAT-E-0802,AIR FIN COOLER,M27-A,12-Sep-25,1-Sep-25,8-Sep-25,,Onshore
,,,AQAT-08-05 Total,,,,,,,,0.00,
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-L-PK0801,Low Voltage cable,E01-A,29-Aug-25,29-Aug-25,8-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-EJB-080101,Package Local Control Panel,E30-A,4-Sep-25,29-Aug-25,8-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-PK-0801,Gas Chromatograph Unit,M17-B,,30-Aug-25,5-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-T-VB43003,Process Tubing,I05-A,3-Sep-25,12-Aug-25,22-Aug-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-SPCS-0801-01,Sample & Pressure Control System Panel,I04-A,16-Sep-25,20-Aug-25,27-Aug-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-L-EJB080103,Low Voltage cable,E01-A,29-Aug-25,29-Aug-25,8-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-PK-0801,GAS CHROMATOGRAPHY,M17-A,30-Aug-25,29-Aug-25,8-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-AIT-0801,Gas Chromatograph,I01-B,10-Sep-25,30-Aug-25,5-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-AIT-0801,GC Analyzer,I30-A,4-Sep-25,20-Aug-25,27-Aug-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-F-0801-01,Filter 01,M08-B,,30-Aug-25,5-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-F-0801-04,Filter 04,M08-B,,30-Aug-25,5-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-T-VBI06021,Process Tubing,I05-A,16-Sep-25,29-Aug-25,8-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-SPCS-0801-02,Sample & Pressure Control System Panel,I04-A,12-Sep-25,20-Aug-25,27-Aug-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-T-SPFN080101,Process Tubing,I05-A,3-Sep-25,5-Aug-25,15-Aug-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-T-SPCS080101,Process Tubing,I05-A,3-Sep-25,29-Aug-25,8-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-T-VB47036,Process Tubing,I05-A,3-Sep-25,29-Aug-25,8-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-I-AIT0801-02,PCS Ethernet Cable,I02-A,3-Sep-25,29-Aug-25,8-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-I-AIT0801-01,PCS Ethernet Cable,I02-A,3-Sep-25,29-Aug-25,8-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-F-0801-02,Filter 02,M08-B,,30-Aug-25,5-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-T-VBI08020,Process Tubing,I05-A,9-Sep-25,29-Aug-25,8-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-EJB-080103,Field Junction Box,E30-A,4-Sep-25,29-Aug-25,8-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-T-SPCS080102,Process Tubing,I05-A,3-Sep-25,29-Aug-25,8-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-L-EJB080102,Low Voltage cable,E01-A,29-Aug-25,29-Aug-25,8-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-EJB-080102,Field Junction Box,E30-A,4-Sep-25,29-Aug-25,8-Sep-25,,Onshore
,AQAT-08,Production/Export system,AQAT-08-05,Gas Chromatograph Unit,AQAT-F-0801-03,Filter 03,M08-B,,30-Aug-25,5-Sep-25,,Onshore
,AQAT-37 Total,,,,,,,,,,0.00,
,,,AQAT-37-01 Total,,,,,,,,0.00,
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-FIT-0201,Ins.Equipment,I30-A,6-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-04-V,Hydro Test Pack for Sub-system 37-01,P02-A,7-Aug-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-I-FIT0201,PCS Cable,I01-A,6-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-I-CXSV0203A,PCS Cable,I01-A,16-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-CVA-0201,Ins.Equipment,I12-A,3-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-06-V,Hydro Test Pack for Sub-system 37-01,P05-A,8-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-01-V,Hydro Test Pack for Sub-system 37-01,P01-A,8-Aug-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-01-V,Hydro Test Pack for Sub-system 37-01,P03-A,8-Aug-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-07-V,Hydro Test Pack for Sub-system 37-01,P04-A,19-Aug-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-CXSV-0201B,CVA SOLENOID,I30-A,3-Sep-25,11-Aug-25,18-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-T-FIT0201-02,Process Tubing,I05-A,6-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-04-V,Hydro Test Pack for Sub-system 37-01,P03-A,7-Aug-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-CVA-0202,WELL SLOT 02 CHOKE VALVE CVA-0202,I10-B,5-Sep-25,21-Aug-25,22-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-03-V,Hydro Test Pack for Sub-system 37-01,P03-A,31-Jul-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQWA-ON-LT-TP-07,N2/He leak Test For Sub-System 37-01,P01-B,,18-Sep-25,19-Sep-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-I-FIT0202,PCS Cable,I01-A,6-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-CXSV-0202A,CVA SOLENOID,I30-A,3-Sep-25,11-Aug-25,18-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-CXSV-0203A,CVA SOLENOID,I30-A,16-Sep-25,11-Aug-25,18-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-T-FIT0202-02,Process Tubing,I05-A,6-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-T-FIT0203-01,Process Tubing,I05-A,,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-CVA-0203,Ins.Equipment,I11-A,15-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-FE-0201,Ins.Equipment,I09-A,6-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-03-V,Hydro Test Pack for Sub-system 37-01,P05-A,8-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-01-V,Hydro Test Pack for Sub-system 37-01,P02-A,8-Aug-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-FIT-0201,Ins.Equipment,I03-A,4-Jul-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-FIT-0202,Ins.Equipment,I04-A,6-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-T-FIT0201-01,Process Tubing,I05-A,6-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-CVA-0201,WELL SLOT 01 CHOKE VALVE CVA-0201,I10-B,5-Sep-25,21-Aug-25,22-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-04-V,Hydro Test Pack for Sub-system 37-01,P05-A,8-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-06-V,Hydro Test Pack for Sub-system 37-01,P03-A,3-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-T-FIT0202-01,Process Tubing,I05-A,6-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-I-CXSV0202A,PCS Cable,I01-A,3-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-06-V,Hydro Test Pack for Sub-system 37-01,P02-A,3-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-PZT-0203,CVA POSITION TRANSMITTER,I30-A,,11-Aug-25,18-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-CVA-0203,Ins.Equipment,I12-A,16-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-FIT-0202,Ins.Equipment,I30-A,6-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-FIT-0202,WELL SLOT 02 WATER INJECTION FLOW,I10-B,10-Sep-25,21-Aug-25,22-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-PSV-3701,Ins.Equipment,I08-A,12-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-FE-0202,Ins.Equipment,I09-A,6-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-05-V,Hydro Test Pack for Sub-system 37-01,P01-A,31-Jul-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Flowlines Wellslot NO.01,AQAT-I-PZT0201,PCS Cable,I01-A,3-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-FIT-0203,WH-0103 WTR INJ WH FRM CPP FLO,I10-B,,21-Aug-25,22-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-CVA-0201,Ins.Equipment,I11-A,15-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-07-V,Hydro Test Pack for Sub-system 37-01,P03-A,19-Aug-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-I-CXSV0201A,PCS Cable,I01-A,3-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-CXSV-0202B,CVA SOLENOID,I30-A,3-Sep-25,11-Aug-25,18-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-06-V,Hydro Test Pack for Sub-system 37-01,P04-A,3-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-07-V,Hydro Test Pack for Sub-system 37-01,P05-A,8-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-FIT-0202,Ins.Equipment,I03-A,4-Jul-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-X-PIT3701,SDS Cable,I01-A,3-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Flowlines Wellslot NO.02,AQAT-I-PZT0202,PCS Cable,I01-A,3-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-07-V,Hydro Test Pack for Sub-system 37-01,P02-A,19-Aug-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-PIT-3701,Ins.Equipment,I03-A,4-Jul-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-02-V,Hydro Test Pack for Sub-system 37-01,P03-A,7-Aug-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-CXSV-0203B,CVA SOLENOID,I30-A,16-Sep-25,11-Aug-25,18-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Flowlines Wellslot NO.03,AQAT-I-PZT0203,PCS Cable,I01-A,16-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-I-CXSV0203B,PCS Cable,I01-A,16-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-I-CXSV0201B,PCS Cable,I01-A,3-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-CXSV-0201A,CVA SOLENOID,I30-A,3-Sep-25,11-Aug-25,18-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-FIT-0203,Ins.Equipment,I04-A,,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-PIT-3701,Ins.Equipment,I04-A,3-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-CVA-0202,Ins.Equipment,I11-A,15-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-03-V,Hydro Test Pack for Sub-system 37-01,P01-A,31-Jul-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-06-V,Hydro Test Pack for Sub-system 37-01,P01-A,3-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-05-V,Hydro Test Pack for Sub-system 37-01,P02-A,31-Jul-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-03-V,Hydro Test Pack for Sub-system 37-01,P02-A,31-Jul-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-05-V,Hydro Test Pack for Sub-system 37-01,P05-A,8-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-01-V,Hydro Test Pack for Sub-system 37-01,P04-A,8-Aug-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-CVA-0203,WELL SLOT 03 CHOKE VALVE CVA-0203,I10-B,,21-Aug-25,22-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-PZT-0202,CVA POSITION TRANSMITTER,I30-A,3-Sep-25,11-Aug-25,18-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-FIT-0201,WELL SLOT 01 WATER INJECTION FLOW,I10-B,10-Sep-25,21-Aug-25,22-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-05-V,Hydro Test Pack for Sub-system 37-01,P04-A,31-Jul-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-I-FIT0203,PCS Cable,I01-A,,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-02-V,Hydro Test Pack for Sub-system 37-01,P01-A,7-Aug-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-04-V,Hydro Test Pack for Sub-system 37-01,P01-A,7-Aug-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-CVA-0202,Ins.Equipment,I12-A,3-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-FIT-0201,Ins.Equipment,I04-A,6-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-02-V,Hydro Test Pack for Sub-system 37-01,P02-A,7-Aug-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-T-FIT0203-02,Process Tubing,I05-A,,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-FIT-0203,Ins.Equipment,I03-A,,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-01-V,Hydro Test Pack for Sub-system 37-01,P05-A,8-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-PIT-3701,WATER INJECTION MANIFOLD PRESSURE,I10-B,5-Sep-25,21-Aug-25,22-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-FIT-0203,Ins.Equipment,I30-A,,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-02-V,Hydro Test Pack for Sub-system 37-01,P04-A,7-Aug-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-FE-0203,Ins.Equipment,I09-A,,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-05-V,Hydro Test Pack for Sub-system 37-01,P03-A,31-Jul-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-07-V,Hydro Test Pack for Sub-system 37-01,P01-A,19-Aug-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-I-CXSV0202B,PCS Cable,I01-A,3-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-02-V,Hydro Test Pack for Sub-system 37-01,P05-A,8-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-03-V,Hydro Test Pack for Sub-system 37-01,P04-A,31-Jul-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-PIT-3701,Ins.Equipment,I30-A,3-Sep-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,TP-AQ-3701-IW-04-V,Hydro Test Pack for Sub-system 37-01,P04-A,7-Aug-25,20-Aug-25,30-Aug-25,,Onshore
,AQAT-37,Water Injection system,AQAT-37-01,Water Injection piping,AQAT-PZT-0201,CVA POSITION TRANSMITTER,I30-A,3-Sep-25,11-Aug-25,18-Aug-25,,Onshore
,AQAT-38 Total,,,,,,,,,,0.00,
,,,AQAT-38-01 Total,,,,,,,,0.00,
,AQAT-38,Fuel gas,AQAT-38-01,Purge gas,AQAT-FI-3802,Ins.Equipment,I04-A,28-Aug-25,5-Sep-25,15-Sep-25,,Onshore
,AQAT-38,Fuel gas,AQAT-38-01,Purge gas,AQWA-ON-LT-TP-05,N2/He leak Test For Sub-System 38-01,P01-B,5-Sep-25,10-Aug-25,11-Aug-25,,Onshore
,AQAT-38,Fuel gas,AQAT-38-01,Purge gas,AQAT-PI-3802,Ins.Equipment,I04-A,28-Aug-25,5-Sep-25,15-Sep-25,,Onshore
,AQAT-38,Fuel gas,AQAT-38-01,Purge gas,AQAT-FI-3801,Ins.Equipment,I04-A,28-Aug-25,5-Sep-25,15-Sep-25,,Onshore
,AQAT-38,Fuel gas,AQAT-38-01,Purge gas,AQAT-T-SDV3801,Pneumatic Tubing,I05-A,1-Sep-25,5-Sep-25,15-Sep-25,,Onshore
,AQAT-38,Fuel gas,AQAT-38-01,Purge gas,TP-AQ-3801-FG-01-V,Hydro Test Pack for Sub-system 38-01,P03-A,31-Jul-25,5-Sep-25,15-Sep-25,,Onshore
